,accx,accy,accz,gyrox,gyroy,gyroz,heart rate
0,walk,walk,walk,walk,walk,walk,walk
1,0.17541504,0.64335936,-0.14559326,0.0,0.0,0.0,0.0
2,0.17541504,0.64335936,-0.14559326,-0.15823975,0.08920898,0.0053100586,0.0
3,0.017468262,0.421438,-0.12759522,-0.15823975,0.08920898,0.0053100586,0.0
4,0.017468262,0.421438,-0.12759522,-0.19328614,0.107263185,0.022302246,0.0
5,-0.072487794,0.29861283,-0.013746098,-0.19328614,0.107263185,0.022302246,0.0
6,-0.072487794,0.29861283,-0.013746098,-0.1539917,0.11469727,0.04248047,0.0
7,-0.067194335,0.23462999,0.061647166,-0.1539917,0.11469727,0.04248047,0.0
8,-0.067194335,0.23462999,0.061647166,-0.087084964,0.13062744,0.07434082,0.0
9,-0.009541602,0.21354628,0.046363633,-0.087084964,0.13062744,0.07434082,0.0
10,-0.009541602,0.21354628,0.046363633,-0.012744141,0.1444336,0.12000733,0.0
11,0.04590676,0.2607174,0.039861903,-0.012744141,0.1444336,0.12000733,0.0
12,0.04590676,0.2607174,0.039861903,0.0,0.1444336,0.14018555,0.0
13,0.04590676,0.2607174,0.039861903,-0.035046387,0.16142578,0.14018555,0.0
14,0.0636297,0.28983617,0.14238757,-0.035046387,0.16142578,0.14018555,0.0
15,0.017432086,0.22629035,0.28727433,-0.035046387,0.16142578,0.14018555,0.0
16,0.017432086,0.22629035,0.28727433,-0.060534667,0.14868164,0.11044922,0.0
17,-0.062067516,0.07748002,0.3693214,-0.060534667,0.14868164,0.11044922,0.0
18,-0.062067516,0.07748002,0.3693214,-0.08920898,0.10938721,0.06903076,0.0
19,-0.08723946,-0.1361239,0.45256162,-0.08920898,0.10938721,0.06903076,0.0
20,-0.08723946,-0.1361239,0.45256162,-0.13168946,0.021240234,0.0063720704,0.0
21,0.103475034,-0.3160891,0.5972055,-0.13168946,0.021240234,0.0063720704,0.0
22,0.103475034,-0.3160891,0.5972055,-0.18266602,0.004248047,-0.027612304,0.0
23,0.43910328,-0.43242452,0.5993709,-0.18266602,0.004248047,-0.027612304,0.0
24,0.43910328,-0.43242452,0.5993709,-0.19753419,0.06903076,-0.0010620117,0.0
25,0.5616586,-0.48370817,0.24617153,-0.19753419,0.06903076,-0.0010620117,0.0
26,0.5616586,-0.48370817,0.24617153,-0.15186767,0.1359375,0.045666505,0.0
27,0.35519847,-0.47982544,-0.22424197,-0.15186767,0.1359375,0.045666505,0.0
28,0.35519847,-0.47982544,-0.22424197,-0.090270996,0.15823975,0.090270996,0.0
29,0.008231044,-0.46991992,-0.42598784,-0.090270996,0.15823975,0.090270996,0.0
30,0.008231044,-0.46991992,-0.42598784,-0.057348635,0.16779785,0.15930176,0.0
31,-0.25137416,-0.49031585,-0.37020925,-0.057348635,0.16779785,0.15930176,0.0
32,-0.25137416,-0.49031585,-0.37020925,-0.013806152,0.15505372,0.21877442,0.0
33,-0.3559333,2.5236409,6.9360104,-0.013806152,0.15505372,0.21877442,0.0
34,-0.3559333,2.5236409,6.9360104,0.019116212,0.11151123,0.26019287,0.0
35,-0.32482234,-1.1336508,-1.6435378,0.019116212,0.11151123,0.26019287,0.0
36,-0.32482234,-1.1336508,-1.6435378,0.032922365,0.07752686,0.29099122,0.0
37,-0.18377145,-0.9780388,-1.311693,0.032922365,0.07752686,0.29099122,0.0
38,-0.18377145,-0.9780388,-1.311693,0.06584473,0.07646485,0.31010744,0.0
39,-0.18377145,-0.9780388,-1.311693,0.11044922,0.057348635,0.31116945,0.0
40,-0.08368708,-0.83611757,-1.1131483,0.11044922,0.057348635,0.31116945,0.0
