,accx,accy,accz,gyrox,gyroy,gyroz,heart rate
0,walk,walk,walk,walk,walk,walk,walk
1,6.3991947,18.605225,123.534546,0.0,0.0,0.0,0.0
2,6.3991947,18.605225,123.534546,-0.90270996,0.05522461,0.28674316,0.0
3,6.3991947,18.605225,123.534546,-0.3982544,0.124255374,0.22727051,0.0
4,4.991951,14.516615,98.401276,-0.3982544,0.124255374,0.22727051,0.0
5,3.9833193,11.347973,78.32655,-0.3982544,0.124255374,0.22727051,0.0
6,3.9833193,11.347973,78.32655,0.23258057,0.13806152,0.1996582,0.0
7,3.239756,9.078684,62.542603,0.23258057,0.13806152,0.1996582,0.0
8,3.239756,9.078684,62.542603,0.32603762,0.1178833,0.13062744,0.0
9,2.6262898,7.393465,50.114906,0.32603762,0.1178833,0.13062744,0.0
10,2.6262898,7.393465,50.114906,0.15080567,0.13487549,0.11682129,0.0
11,2.6262898,7.393465,50.114906,-0.033984374,0.08920898,0.13168946,0.0
12,2.101715,5.9916515,40.25099,-0.033984374,0.08920898,0.13168946,0.0
13,1.6894774,4.7401237,32.37496,-0.033984374,0.08920898,0.13168946,0.0
14,1.6894774,4.7401237,32.37496,-0.16779785,0.0180542,0.2166504,0.0
15,1.3702345,3.7039757,25.966438,-0.16779785,0.0180542,0.2166504,0.0
16,1.3702345,3.7039757,25.966438,-0.24213867,0.0541626,0.24744873,0.0
17,1.0787678,2.9594822,20.653946,-0.24213867,0.0541626,0.24744873,0.0
18,1.0787678,2.9594822,20.653946,-0.14549561,0.027612304,0.15823975,0.0
19,0.822731,2.4156685,16.363144,-0.14549561,0.027612304,0.15823975,0.0
20,0.822731,2.4156685,16.363144,-0.1720459,0.010620117,0.17416993,0.0
21,0.6055236,1.8726349,13.075912,-0.1720459,0.010620117,0.17416993,0.0
22,0.6055236,1.8726349,13.075912,-0.14549561,0.014868164,0.10089111,0.0
23,0.51443577,1.337328,10.619034,-0.14549561,0.014868164,0.10089111,0.0
24,0.51443577,1.337328,10.619034,0.023364259,0.0031860352,0.12531738,0.0
25,0.6346321,0.9590111,8.659485,0.023364259,0.0031860352,0.12531738,0.0
26,0.6346321,0.9590111,8.659485,0.16248779,-0.020178223,0.41312256,0.0
27,0.678421,0.7474098,6.972641,0.16248779,-0.020178223,0.41312256,0.0
28,0.678421,0.7474098,6.972641,0.60216063,-0.07752686,0.9165161,0.0
29,0.678421,0.7474098,6.972641,0.60216063,-0.07752686,0.9165161,79.0
30,0.3501587,0.72701645,5.560028,0.60216063,-0.07752686,0.9165161,79.0
31,0.3501587,0.72701645,5.560028,0.45029297,0.03717041,0.057348635,79.0
32,0.19539785,1.1987762,4.421631,0.45029297,0.03717041,0.057348635,79.0
33,0.19539785,1.1987762,4.421631,-0.90695804,0.17841797,-0.42161867,79.0
34,0.21852541,1.0314941,3.5009918,-0.90695804,0.17841797,-0.42161867,79.0
35,0.21852541,1.0314941,3.5009918,-0.21452637,0.050976563,0.20072022,79.0
36,0.07250118,0.16788292,2.8073425,-0.21452637,0.050976563,0.20072022,79.0
37,0.07250118,0.16788292,2.8073425,0.1901001,-0.010620117,-0.04885254,79.0
38,0.07250118,0.16788292,2.8073425,-0.0031860352,0.022302246,0.040356446,79.0
39,0.083415985,-0.115522385,2.2898254,-0.0031860352,0.022302246,0.040356446,79.0
40,0.14168406,0.08249664,1.8434906,-0.0031860352,0.022302246,0.040356446,79.0
41,0.14168406,0.08249664,1.8434906,0.08071289,0.029736329,0.021240234,79.0
42,0.12446785,0.23868942,1.4496765,0.08071289,0.029736329,0.021240234,79.0
43,0.12446785,0.23868942,1.4496765,0.04248047,0.028674318,0.008496094,79.0
44,0.11915398,0.21824646,1.1544495,0.04248047,0.028674318,0.008496094,79.0
45,0.11915398,0.21824646,1.1544495,-0.016992187,0.033984374,0.014868164,79.0
46,0.11190033,0.067726135,0.9380493,-0.016992187,0.033984374,0.014868164,79.0
47,0.11190033,0.067726135,0.9380493,0.0361084,0.027612304,0.040356446,79.0
48,0.08720112,-0.07012367,0.7768707,0.0361084,0.027612304,0.040356446,79.0
49,0.08720112,-0.07012367,0.7768707,0.021240234,0.04248047,0.007434082,79.0
50,0.08314037,-0.12018585,0.624588,0.021240234,0.04248047,0.007434082,79.0
51,0.08314037,-0.12018585,0.624588,0.0541626,0.04141846,0.0180542,79.0
52,0.087911606,-0.030071259,0.47624207,0.0541626,0.04141846,0.0180542,79.0
53,0.087911606,-0.030071259,0.47624207,0.057348635,0.045666505,0.0,79.0
54,0.07014656,0.109256744,0.35232544,0.057348635,0.045666505,0.0,79.0
55,0.07014656,0.109256744,0.35232544,-0.0063720704,0.06265869,-0.023364259,79.0
56,0.07014656,0.109256744,0.35232544,0.0031860352,0.06584473,-0.020178223,79.0
57,0.04903698,0.11406708,0.27304077,0.0031860352,0.06584473,-0.020178223,79.0
58,0.020748138,0.03162384,0.2434082,0.0031860352,0.06584473,-0.020178223,79.0
59,0.020748138,0.03162384,0.2434082,0.047790527,0.06584473,-0.0063720704,79.0
60,-0.032754898,0.025640488,0.21939087,0.047790527,0.06584473,-0.0063720704,79.0
61,-0.032754898,0.025640488,0.21939087,0.045666505,0.06159668,0.0021240234,79.0
62,-0.1183424,0.059892654,0.18395996,0.045666505,0.06159668,0.0021240234,79.0
63,-0.1183424,0.059892654,0.18395996,0.058410645,0.0541626,0.023364259,79.0
64,-0.18777752,0.045289993,0.14627075,0.058410645,0.0541626,0.023364259,79.0
65,-0.18777752,0.045289993,0.14627075,0.11151123,0.040356446,0.043542482,79.0
66,-0.2021265,0.022743225,0.08010864,0.11151123,0.040356446,0.043542482,79.0
67,-0.2021265,0.022743225,0.08010864,0.15823975,0.032922365,0.050976563,79.0
68,-0.1867013,0.057964325,0.0012664795,0.15823975,0.032922365,0.050976563,79.0
69,-0.1867013,0.057964325,0.0012664795,0.15611573,-0.0010620117,0.021240234,79.0
70,-0.14805508,0.16191101,-0.028640747,0.15611573,-0.0010620117,0.021240234,79.0
71,-0.14805508,0.16191101,-0.028640747,0.046728518,-0.019116212,-0.07752686,79.0
72,-0.026903152,0.23765945,0.0016174316,0.046728518,-0.019116212,-0.07752686,79.0
73,-0.026903152,0.23765945,0.0016174316,-0.07646485,0.016992187,-0.12531738,79.0
74,0.07324076,0.23985863,-0.037994385,-0.07646485,0.016992187,-0.12531738,79.0
75,0.07324076,0.23985863,-0.037994385,-0.022302246,0.07646485,-0.058410645,79.0
76,0.036424637,0.27305222,-0.2511902,-0.022302246,0.07646485,-0.058410645,79.0
77,0.036424637,0.27305222,-0.2511902,0.07327881,0.10620117,-0.008496094,79.0
78,-0.007078171,0.30353737,-0.47251892,0.07327881,0.10620117,-0.008496094,79.0
79,-0.007078171,0.30353737,-0.47251892,0.16567384,0.14655761,-0.019116212,79.0
80,0.05445671,0.28699493,-0.4462433,0.16567384,0.14655761,-0.019116212,79.0
81,0.05445671,0.28699493,-0.4462433,0.2177124,0.15930176,-0.09239502,79.0
82,0.05445671,0.28699493,-0.4462433,0.2166504,0.21134034,-0.17947999,79.0
83,0.16555023,0.3279972,-0.18305969,0.2166504,0.21134034,-0.17947999,79.0
84,0.2059145,0.52332306,0.09994507,0.2166504,0.21134034,-0.17947999,79.0
85,0.2059145,0.52332306,0.09994507,0.11469727,0.23045655,-0.32497558,79.0
86,0.1531353,0.77498245,0.28756714,0.11469727,0.23045655,-0.32497558,79.0
87,0.1531353,0.77498245,0.28756714,-0.14230958,0.27293703,-0.4067505,79.0
88,0.05787182,0.78310776,0.3538208,-0.14230958,0.27293703,-0.4067505,79.0
89,0.05787182,0.78310776,0.3538208,-0.34090576,0.31966552,-0.39188233,79.0
90,-0.08485508,0.40240097,0.28649902,-0.34090576,0.31966552,-0.39188233,79.0
91,-0.08485508,0.40240097,0.28649902,-0.30054933,0.31116945,-0.25594482,79.0
92,-0.2802496,-0.028263092,0.13145447,-0.30054933,0.31116945,-0.25594482,79.0
93,-0.2802496,-0.028263092,0.13145447,-0.032922365,0.24532472,-0.12000733,79.0
94,-0.42466354,-0.091362,0.024459839,-0.032922365,0.24532472,-0.12000733,79.0
95,-0.42466354,-0.091362,0.024459839,0.06265869,0.17629395,-0.07646485,79.0
96,-0.43593454,0.12513924,0.046722412,0.06265869,0.17629395,-0.07646485,79.0
97,-0.43593454,0.12513924,0.046722412,0.021240234,0.15505372,0.015930176,79.0
98,-0.41493416,0.25204086,0.16572571,0.021240234,0.15505372,0.015930176,79.0
99,-0.41493416,0.25204086,0.16572571,0.023364259,0.1263794,0.14761963,79.0
100,-0.46320963,0.09531021,0.2318573,0.023364259,0.1263794,0.14761963,79.0
101,-0.46320963,0.09531021,0.2318573,0.033984374,0.10513916,0.3175415,79.0
102,-0.5219469,-0.22990417,0.16886902,0.033984374,0.10513916,0.3175415,79.0
103,-0.5219469,-0.22990417,0.16886902,0.20603028,0.07965088,0.45878908,79.0
104,-0.4755411,-0.44905853,0.058898926,0.20603028,0.07965088,0.45878908,79.0
105,-0.4755411,-0.44905853,0.058898926,0.36533204,0.09239502,0.59897465,79.0
106,-0.3379159,-0.47039032,-0.039367676,0.36533204,0.09239502,0.59897465,79.0
107,-0.3379159,-0.47039032,-0.039367676,0.36320803,0.090270996,0.6701294,79.0
108,-0.21952724,-0.4914379,-0.121398926,0.36320803,0.090270996,0.6701294,79.0
109,-0.21952724,-0.4914379,-0.121398926,0.2793091,0.027612304,0.65419924,79.0
110,-0.07808781,-0.6059551,-0.07852173,0.2793091,0.027612304,0.65419924,79.0
111,-0.07808781,-0.6059551,-0.07852173,0.1901001,-0.038232423,0.542688,79.0
112,0.22042751,-0.74765396,0.14701843,0.1901001,-0.038232423,0.542688,79.0
113,0.22042751,-0.74765396,0.14701843,0.1529297,-0.029736329,0.51188964,79.0
114,0.55818987,-0.87086487,0.3466797,0.1529297,-0.029736329,0.51188964,79.0
115,0.55818987,-0.87086487,0.3466797,0.15611573,0.0053100586,0.5140137,79.0
116,0.6814642,-0.87381744,0.31784058,0.15611573,0.0053100586,0.5140137,79.0
117,0.6814642,-0.87381744,0.31784058,0.23364258,0.0361084,0.50445557,79.0
118,0.6546807,-0.66054153,0.17774963,0.23364258,0.0361084,0.50445557,79.0
119,0.6546807,-0.66054153,0.17774963,0.20072022,0.08814698,0.44073486,79.0
120,0.6128316,-0.40389824,0.083969116,0.20072022,0.08814698,0.44073486,79.0
121,0.6128316,-0.40389824,0.083969116,0.021240234,0.15080567,0.37807617,79.0
122,0.49730873,-0.33174896,-0.019256592,0.021240234,0.15080567,0.37807617,79.0
123,0.49730873,-0.33174896,-0.019256592,-0.07434082,0.15717773,0.32816163,79.0
124,0.32331085,-0.45418167,-0.14480591,-0.07434082,0.15717773,0.32816163,79.0
125,0.32331085,-0.45418167,-0.14480591,-0.090270996,0.14761963,0.29736328,79.0
126,0.18987465,-0.5432644,-0.22767639,-0.090270996,0.14761963,0.29736328,79.0
127,0.18987465,-0.5432644,-0.22767639,-0.090270996,0.14761963,0.29736328,79.0
128,0.18987465,-0.5432644,-0.22767639,-0.093457036,0.12956543,0.29630128,79.0
129,0.08389473,-0.47421074,-0.23143005,-0.093457036,0.12956543,0.29630128,79.0
130,0.08389473,-0.47421074,-0.23143005,-0.06159668,0.10407715,0.32391357,79.0
131,-0.0014638901,-0.37807465,-0.17312622,-0.06159668,0.10407715,0.32391357,79.0
132,-0.0014638901,-0.37807465,-0.17312622,-0.033984374,0.06584473,0.3345337,79.0
133,-0.00809288,-0.3594303,-0.060531616,-0.033984374,0.06584473,0.3345337,79.0
134,-0.00809288,-0.3594303,-0.060531616,-0.028674318,0.04141846,0.3154175,79.0
135,0.07207775,-0.4071617,0.0921936,-0.028674318,0.04141846,0.3154175,79.0
136,0.07207775,-0.4071617,0.0921936,-0.053100586,0.016992187,0.2803711,79.0
137,0.1798544,-0.4775734,0.23890686,-0.053100586,0.016992187,0.2803711,79.0
138,0.1798544,-0.4775734,0.23890686,-0.07646485,0.0063720704,0.24532472,79.0
139,0.29285812,-0.5100002,0.36380005,-0.07646485,0.0063720704,0.24532472,79.0
140,0.29285812,-0.5100002,0.36380005,-0.08496094,0.009558106,0.22196046,79.0
141,0.36600018,-0.4374199,0.43092346,-0.08496094,0.009558106,0.22196046,79.0
142,0.36600018,-0.4374199,0.43092346,-0.10089111,0.021240234,0.2081543,79.0
143,0.35371304,-0.2713089,0.37521362,-0.10089111,0.021240234,0.2081543,79.0
144,0.35371304,-0.2713089,0.37521362,-0.12531738,0.04248047,0.18797608,79.0
145,0.30007267,-0.11179924,0.24423218,-0.12531738,0.04248047,0.18797608,79.0
146,0.30007267,-0.11179924,0.24423218,-0.16461182,0.060534667,0.15611573,79.0
147,0.25548744,-0.057676315,0.16049194,-0.16461182,0.060534667,0.15611573,79.0
148,0.25548744,-0.057676315,0.16049194,-0.17416993,0.07646485,0.14974366,79.0
149,0.20525646,-0.08631325,0.14019775,-0.17416993,0.07646485,0.14974366,79.0
